Directory Name	Species	Common name	Other species names	Species Taxonomy ID	Taxonomic Lineage	Assembly name	NCBI accession	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with inactivating mutations	No. ancestral genes with missing sequences	Species_clean	assem	all	pga	pga_like	pag	assembly	PGA_all_CN	PGA_CN_primary	PGA_like_CN_primary	PAG_CN_primary	Scientific	Diet_Class	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Scientific_clean	BodyMass-Value	plant_total_pct	animal_total_pct	plant_total_prop	plant_structural_prop	log10_body_mass	PGA_all_log1p	PGA_log1p	PGA_like_log1p	PAG_log1p	Diet_Group	tip_label
Symphalangus_syndactylus__siamang__HLsymSyn3__GCF_028878055.1	Symphalangus syndactylus	siamang	Simia syndactyla,Hylobates syndactylus	9590	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hylobatidae; Symphalangus	HLsymSyn3	GCF_028878055.1	NCBI	NHGRI_mSymSyn1-v1.1-hic.freeze_pri	Chromosome	2023-02-28	National Human Genome Research Institute, National Institutes of Health	141752677	142586120	14338	707	151	Symphalangus syndactylus	Symphalangus_syndactylus__siamang__HLsymSyn3__GCF_028878055.1	4	3	1	0	Symphalangus_syndactylus__siamang__HLsymSyn3__GCF_028878055.1	4	3	1	0	Symphalangus syndactylus	Frugivore	10	0	0	0	0	0	80	0	0	10	Symphalangus syndactylus	10839.0	90	10	0.9	0.1	4.034989216287685	1.6094379124341003	1.3862943611198906	0.6931471805599453	0.0	Plant_dominant	Symphalangus_syndactylus
Talpa_europaea__European_mole__HLtalEur1B__GCA_964194205.1	Talpa europaea	European mole	Talpa sp. PPW-2003	9375	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Talpa	HLtalEur1B	GCA_964194205.1	NCBI	mTalEur1.hap2.1	Scaffold	2024-06-27	WELLCOME SANGER INSTITUTE	3507589	136515677	14844	279	73	Talpa europaea	Talpa_europaea__European_mole__HLtalEur1B__GCA_964194205.1	2	1	1	0	Talpa_europaea__European_mole__HLtalEur1B__GCA_964194205.1	2	1	1	0	Talpa europaea	Insectivore	100	0	0	0	0	0	0	0	0	0	Talpa europaea	77.0	0	100	0.0	0.0	1.8864907251724818	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Talpa_europaea
Talpa_europaea__European_mole__HLtalEur1A__GCA_964194135.1	Talpa europaea	European mole	Talpa sp. PPW-2003	9375	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Talpa	HLtalEur1A	GCA_964194135.1	NCBI	mTalEur1.hap1.1	Chromosome	2024-06-28	WELLCOME SANGER INSTITUTE	3421604	136888642	14837	289	70	Talpa europaea	Talpa_europaea__European_mole__HLtalEur1A__GCA_964194135.1	2	1	1	0	Talpa_europaea__European_mole__HLtalEur1A__GCA_964194135.1	2	1	1	0	Talpa europaea	Insectivore	100	0	0	0	0	0	0	0	0	0	Talpa europaea	77.0	0	100	0.0	0.0	1.8864907251724818	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Talpa_europaea
Tamias_sibiricus__Siberian_chipmunk__HLtamSib1__GCA_025594165.1	Tamias sibiricus	Siberian chipmunk	Tamias asiaticus,Eutamias sibiricus	64680	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Tamias	HLtamSib1	GCA_025594165.1	NCBI	ASM2559416v1	Chromosome	2022-10-06	Qufu Normal University	9422552	172614981	11308	3802	86	Tamias sibiricus	Tamias_sibiricus__Siberian_chipmunk__HLtamSib1__GCA_025594165.1	1	0	1	0	Tamias_sibiricus__Siberian_chipmunk__HLtamSib1__GCA_025594165.1	1	0	1	0	Tamias sibiricus	Granivore	10	0	0	0	0	0	10	0	60	20	Tamias sibiricus	85.0	90	10	0.9	0.2	1.9294189257142929	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Tamias_sibiricus
Tamias_sibiricus__Siberian_chipmunk__HLtamSibi2__GCA_047496905.1	Tamias sibiricus	Siberian chipmunk	Sciurus sibiricus,Eutamias sibiricus,Tamias asiaticus	64680	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Tamias	HLtamSibi2	GCA_047496905.1	NCBI	ASM4749690v1	Chromosome	2025-02-07	China Astronaut Research and Training Center	9155588	166459957	11426	3667	103	Tamias sibiricus	Tamias_sibiricus__Siberian_chipmunk__HLtamSibi2__GCA_047496905.1	1	0	1	0	Tamias_sibiricus__Siberian_chipmunk__HLtamSibi2__GCA_047496905.1	1	0	1	0	Tamias sibiricus	Granivore	10	0	0	0	0	0	10	0	60	20	Tamias sibiricus	85.0	90	10	0.9	0.2	1.9294189257142929	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Tamias_sibiricus
Tapirus_indicus__Asiatic_tapir__HLtapIndi3B__GCA_031878705.1	Tapirus indicus	Asiatic tapir	Malayan tapir	9802	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus	HLtapIndi3B	GCA_031878705.1	NCBI	mTapInd1.hap2	Chromosome	2023-09-25	Vertebrate Genomes Project	56553937	129754520	15095	91	10	Tapirus indicus	Tapirus_indicus__Asiatic_tapir__HLtapIndi3B__GCA_031878705.1	11	9	2	0	Tapirus_indicus__Asiatic_tapir__HLtapIndi3B__GCA_031878705.1	11	9	2	0	Tapirus indicus	Herbivore	0	0	0	0	0	0	0	0	0	100	Tapirus indicus	296250.0	100	0	1.0	1.0	5.471658359018161	2.4849066497880004	2.3025850929940455	1.0986122886681096	0.0	Plant_dominant	Tapirus_indicus
Tapirus_indicus__Asiatic_tapir__HLtapIndi3A__GCA_031878655.1	Tapirus indicus	Asiatic tapir	Malayan tapir	9802	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus	HLtapIndi3A	GCA_031878655.1	NCBI	mTapInd1.hap1	Chromosome	2023-09-25	Vertebrate Genomes Project	52012120	129321892	15099	92	5	Tapirus indicus	Tapirus_indicus__Asiatic_tapir__HLtapIndi3A__GCA_031878655.1	11	9	2	0	Tapirus_indicus__Asiatic_tapir__HLtapIndi3A__GCA_031878655.1	11	9	2	0	Tapirus indicus	Herbivore	0	0	0	0	0	0	0	0	0	100	Tapirus indicus	296250.0	100	0	1.0	1.0	5.471658359018161	2.4849066497880004	2.3025850929940455	1.0986122886681096	0.0	Plant_dominant	Tapirus_indicus
Tenrec_ecaudatus__Tailless_tenrec__HLtenEca1B	Tenrec ecaudatus	Tailless tenrec	tail-less tenrec	94439	Mammalia; Theria; Eutheria; Afrotheria; Afrosoricida; Tenrecidae; Tenrecinae; Tenrec	HLtenEca1B	TBG Hillerlab, Fauna	TBG Hillerlab, Fauna			2023-09-02		71825797	156487869	14355	281	560	Tenrec ecaudatus	Tenrec_ecaudatus__Tailless_tenrec__HLtenEca1B	2	1	1	0	Tenrec_ecaudatus__Tailless_tenrec__HLtenEca1B	2	1	1	0	Tenrec ecaudatus	Insectivore	90	0	0	0	0	0	0	0	0	10	Tenrec ecaudatus	868.0	10	90	0.1	0.1	2.938519725176492	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Tenrec_ecaudatus
Tenrec_ecaudatus__Tailless_tenrec__HLtenEcau2B__GCA_050624465.1	Tenrec ecaudatus	Tailless tenrec	Erinaceus ecaudatus,tail-less tenrec	94439	Mammalia; Theria; Eutheria; Afrotheria; Afrosoricida; Tenrecidae; Tenrecinae; Tenrec	HLtenEcau2B	GCA_050624465.1	NCBI	mTenEca1.hap2	Chromosome	2025-05-30	Vertebrate Genomes Project	54742630	165248668	14036	487	673	Tenrec ecaudatus	Tenrec_ecaudatus__Tailless_tenrec__HLtenEcau2B__GCA_050624465.1	2	1	1	0	Tenrec_ecaudatus__Tailless_tenrec__HLtenEcau2B__GCA_050624465.1	2	1	1	0	Tenrec ecaudatus	Insectivore	90	0	0	0	0	0	0	0	0	10	Tenrec ecaudatus	868.0	10	90	0.1	0.1	2.938519725176492	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Tenrec_ecaudatus
Tenrec_ecaudatus__Tailless_tenrec__HLtenEca1A	Tenrec ecaudatus	Tailless tenrec	tail-less tenrec	94439	Mammalia; Theria; Eutheria; Afrotheria; Afrosoricida; Tenrecidae; Tenrecinae; Tenrec	HLtenEca1A	TBG Hillerlab, Fauna	TBG Hillerlab, Fauna			2023-09-02		54617000	133279229	14883	270	43	Tenrec ecaudatus	Tenrec_ecaudatus__Tailless_tenrec__HLtenEca1A	2	1	1	0	Tenrec_ecaudatus__Tailless_tenrec__HLtenEca1A	2	1	1	0	Tenrec ecaudatus	Insectivore	90	0	0	0	0	0	0	0	0	10	Tenrec ecaudatus	868.0	10	90	0.1	0.1	2.938519725176492	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Tenrec_ecaudatus
Tenrec_ecaudatus__Tailless_tenrec__HLtenEcau2A__GCF_050624435.1	Tenrec ecaudatus	Tailless tenrec	Erinaceus ecaudatus,tail-less tenrec	94439	Mammalia; Theria; Eutheria; Afrotheria; Afrosoricida; Tenrecidae; Tenrecinae; Tenrec	HLtenEcau2A	GCF_050624435.1	NCBI	mTenEca1.hap1	Chromosome	2025-05-30	Vertebrate Genomes Project	41601014	163958880	14758	372	66	Tenrec ecaudatus	Tenrec_ecaudatus__Tailless_tenrec__HLtenEcau2A__GCF_050624435.1	2	1	1	0	Tenrec_ecaudatus__Tailless_tenrec__HLtenEcau2A__GCF_050624435.1	2	1	1	0	Tenrec ecaudatus	Insectivore	90	0	0	0	0	0	0	0	0	10	Tenrec ecaudatus	868.0	10	90	0.1	0.1	2.938519725176492	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Tenrec_ecaudatus
Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2B__GCA_031878665.1	Thomomys bottae	Bottas pocket gopher		10013	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Geomyidae; Thomomys	HLthoBot2B	GCA_031878665.1	NCBI	mThoBot2.hap2	Chromosome	2023-09-25	Vertebrate Genomes Project	6183328	61325068	14174	427	595	Thomomys bottae	Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2B__GCA_031878665.1	1	0	1	0	Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2B__GCA_031878665.1	1	0	1	0	Thomomys bottae	Herbivore	0	0	0	0	0	0	0	0	0	100	Thomomys bottae	114.75	100	0	1.0	1.0	2.059752694209299	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Thomomys_bottae
Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2A__GCA_031878675.1	Thomomys bottae	Bottas pocket gopher		10013	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Geomyidae; Thomomys	HLthoBot2A	GCA_031878675.1	NCBI	mThoBot2.hap1	Chromosome	2023-09-25	Vertebrate Genomes Project	5921125	64418693	14615	494	87	Thomomys bottae	Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2A__GCA_031878675.1	1	0	1	0	Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2A__GCA_031878675.1	1	0	1	0	Thomomys bottae	Herbivore	0	0	0	0	0	0	0	0	0	100	Thomomys bottae	114.75	100	0	1.0	1.0	2.059752694209299	0.6931471805599453	0.0	0.6931471805599453	0.0	Plant_dominant	Thomomys_bottae
Trichechus_inunguis__Amazon_manatee__HLtriInu1A__GCA_046562895.1	Trichechus inunguis	Amazon manatee	Manatus inunguis,Amazonian manatee,Brazilian manatee	9777	Mammalia; Theria; Eutheria; Afrotheria; Sirenia; Trichechidae; Trichechus	HLtriInu1A	GCA_046562895.1	NCBI	mTriInu1 haplotype 2	Chromosome	2025-01-08	Genomics of Brazilian Biodiversity	25109643	123530250	15089	92	15	Trichechus inunguis	Trichechus_inunguis__Amazon_manatee__HLtriInu1A__GCA_046562895.1	4	3	1	0	Trichechus_inunguis__Amazon_manatee__HLtriInu1A__GCA_046562895.1	4	3	1	0	Trichechus inunguis	Herbivore	0	0	0	0	0	0	0	0	0	100	Trichechus inunguis	480000.0	100	0	1.0	1.0	5.681241237375588	1.6094379124341003	1.3862943611198906	0.6931471805599453	0.0	Plant_dominant	Trichechus_inunguis
Trichechus_inunguis__Amazon_manatee__HLtriInu1B__GCA_046562985.1	Trichechus inunguis	Amazon manatee	Manatus inunguis,Brazilian manatee,Amazonian manatee	9777	Mammalia; Theria; Eutheria; Afrotheria; Sirenia; Trichechidae; Trichechus	HLtriInu1B	GCA_046562985.1	NCBI	mTriInu1 haplotype 1	Chromosome	2025-01-08	Genomics of Brazilian Biodiversity	16297374	121225153	14378	291	527	Trichechus inunguis	Trichechus_inunguis__Amazon_manatee__HLtriInu1B__GCA_046562985.1	4	3	1	0	Trichechus_inunguis__Amazon_manatee__HLtriInu1B__GCA_046562985.1	4	3	1	0	Trichechus inunguis	Herbivore	0	0	0	0	0	0	0	0	0	100	Trichechus inunguis	480000.0	100	0	1.0	1.0	5.681241237375588	1.6094379124341003	1.3862943611198906	0.6931471805599453	0.0	Plant_dominant	Trichechus_inunguis
Zalophus_californianus__California_sea_lion__HLzalCal1__GCA_009762305.1	Zalophus californianus	California sea lion	California sealion	9704	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Pinnipedia; Otariidae; Zalophus	HLzalCal1	GCA_009762305.1	NCBI	mZalCal1.pri	Chromosome	2019-12-18	Vertebrate Genomes Project	60554208	146931682	14139	1046	11	Zalophus californianus	Zalophus_californianus__California_sea_lion__HLzalCal1__GCA_009762305.1	2	1	1	0	Zalophus_californianus__California_sea_lion__HLzalCal1__GCA_009762305.1	2	1	1	0	Zalophus californianus	Omnivore	40	0	0	60	0	0	0	0	0	0	Zalophus californianus	80000.0	0	100	0.0	0.0	4.903089986991944	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Omnivore	Zalophus_californianus
Zalophus_californianus__California_sea_lion__HLzalCali2__GCF_009762305.2	Zalophus californianus	California sea lion	California sealion,Otaria californiana	9704	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Pinnipedia; Otariidae; Zalophus	HLzalCali2	GCF_009762305.2	NCBI	mZalCal1.pri.v2	Chromosome	2020-07-14	Vertebrate Genomes Project	32626160	147124152	14619	568	9	Zalophus californianus	Zalophus_californianus__California_sea_lion__HLzalCali2__GCF_009762305.2	2	1	1	0	Zalophus_californianus__California_sea_lion__HLzalCali2__GCF_009762305.2	2	1	1	0	Zalophus californianus	Omnivore	40	0	0	60	0	0	0	0	0	0	Zalophus californianus	80000.0	0	100	0.0	0.0	4.903089986991944	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Omnivore	Zalophus_californianus
