Species_clean	tip_label	Directory Name	assembly	assem	Assembly name	NCBI accession	Taxonomic Lineage	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with missing sequences	PGA_all_CN	PGA_all_log1p	PGA_CN_primary	PGA_log1p	PGA_like_CN_primary	PGA_like_log1p	PAG_CN_primary	PAG_log1p	all	pga	pga_like	pag	Diet_Class	Diet_Group	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	plant_total_pct	plant_total_prop	plant_structural_prop	animal_total_pct	BodyMass-Value	log10_body_mass	Species	Common name	Other species names	Species Taxonomy ID	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	No. ancestral genes with inactivating mutations	Scientific	Scientific_clean	High_Order_Diet	Use_High_Order_Diet	plant_dominant_pct	carnivore_pct	insectivore_pct	nectarivore_pct	plant_dominant_prop	carnivore_prop	insectivore_prop	nectarivore_prop	diet_total_pct	CNV_source_col	CNV	CNV_log1p
Miniopterus schreibersii	Miniopterus_schreibersii	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2B__GCA_964145185.1	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2B__GCA_964145185.1	Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2B__GCA_964145185.1	HLminSch2B	GCA_964145185.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Miniopteridae; Miniopterus	2346505	84995947	14331	573	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	11.46	1.05918461763137	Miniopterus schreibersii	Schreibers long-fingered bat	Schreibers's long-fingered bat,Common bent-wing bat,Miniopterus schreibersi	9433	NCBI	mMinSch1.hap2.1	Scaffold	2024-06-04	WELLCOME SANGER INSTITUTE	292	Miniopterus schreibersii	Miniopterus schreibersii	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Myotis nesopolus	Myotis_nesopolus	Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	HLmyoNeso1A	GCA_054855985.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	49124421	105520506	14801	29	5	1.79175946922805	1	0.693147180559945	4	1.6094379124341	0	0	5	1	4	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	3.5	0.544068044350276	Myotis nesopolus	Cucacao Myotis		1163727	NCBI	mMyoNes1.hap1	Chromosome	2026-01-30	Bat1K Project	366	Myotis nesopolus	Myotis nesopolus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Myotis yumanensis	Myotis_yumanensis	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	HLmyoYum1B	GCA_028538775.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	28025655	99144700	14131	513	4	1.6094379124341	1	0.693147180559945	3	1.38629436111989	0	0	4	1	3	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	5.39	0.731588765186739	Myotis yumanensis	Yuma myotis	Vespertilio yumanensis	159337	NCBI	mMyoYum1.0.hap1	Scaffold	2023-02-10	UCLA	552	Myotis yumanensis	Myotis yumanensis	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Myotis mystacinus	Myotis_mystacinus	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	HLmyoMyst3A	GCA_964094495.3	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	28343623	100246715	14919	28	9	2.30258509299405	1	0.693147180559945	8	2.19722457733622	0	0	9	1	8	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	4.99	0.69810054562339	Myotis mystacinus	Whiskered bat	Vespertilio mystacinus	109479	NCBI	mMyoMys1.hap1.2	Chromosome	2025-10-26	WELLCOME SANGER INSTITUTE	249	Myotis mystacinus	Myotis mystacinus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Myotis emarginatus	Myotis_emarginatus	Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	HLmyoEma1A	GCA_965115925.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	2127843	96276321	14698	106	3	1.38629436111989	1	0.693147180559945	2	1.09861228866811	0	0	3	1	2	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	7.66	0.884228769632604	Myotis emarginatus	Geoffroys bat	Vespertilio emarginatus	109480	NCBI	mMyoEma1.hap1.1	Chromosome	2025-01-24	WELLCOME SANGER INSTITUTE	392	Myotis emarginatus	Myotis emarginatus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Myotis nattereri	Myotis_nattereri	Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	HLmyoNat1B	GCA_964212025.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	2100158	97795217	14305	583	3	1.38629436111989	1	0.693147180559945	2	1.09861228866811	0	0	3	1	2	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	7.14	0.853698211776174	Myotis nattereri	Natterers bat	Vespertilio nattereri,Myotis nattererii,Myotis naterreri	109481	NCBI	mMyoNat1.hap2.1	Scaffold	2024-08-02	WELLCOME SANGER INSTITUTE	308	Myotis nattereri	Myotis nattereri	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Myotis daubentonii	Myotis_daubentonii	Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	HLmyoDaub3A	GCA_963259705.2	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	28718153	101535203	14908	18	3	1.38629436111989	1	0.693147180559945	2	1.09861228866811	0	0	3	1	2	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	7.63	0.882524537954881	Myotis daubentonii	Daubentons bat	Wasserfledermaus,Myotis daubentoni,Vespertilio daubentonii	98922	NCBI	mMyoDau2.hap1.2	Chromosome	2025-04-09	WELLCOME SANGER INSTITUTE	270	Myotis daubentonii	Myotis daubentonii	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Plecotus auritus	Plecotus_auritus	Plecotus_auritus__brown_big-eared_bat__HLpleAur1__GCA_963455305.1	Plecotus_auritus__brown_big-eared_bat__HLpleAur1__GCA_963455305.1	Plecotus_auritus__brown_big-eared_bat__HLpleAur1__GCA_963455305.1	HLpleAur1	GCA_963455305.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Plecotus	2948753	186501726	14882	28	10	2.39789527279837	1	0.693147180559945	9	2.30258509299405	0	0	10	1	9	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	7.83	0.893761762057943	Plecotus auritus	brown big-eared bat	Vespertilio auritus	61862	NCBI	mPleAur1.1	Chromosome	2023-09-20	WELLCOME SANGER INSTITUTE	286	Plecotus auritus	Plecotus auritus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Corynorhinus townsendii	Corynorhinus_townsendii	Corynorhinus_townsendii__Townsends_big-eared_bat__HLcorTow1A__GCA_026230055.1	Corynorhinus_townsendii__Townsends_big-eared_bat__HLcorTow1A__GCA_026230055.1	Corynorhinus_townsendii__Townsends_big-eared_bat__HLcorTow1A__GCA_026230055.1	HLcorTow1A	GCA_026230055.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Corynorhinus	23382908	174690156	14802	23	7	2.07944154167984	1	0.693147180559945	6	1.94591014905531	0	0	7	1	6	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	10.3	1.01283722470517	Corynorhinus townsendii	Townsends big-eared bat	Plecotus townsendii	124745	NCBI	mCorTow1.0.hap1	Scaffold	2022-11-18	UCLA	371	Corynorhinus townsendii	Corynorhinus townsendii	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Antrozous pallidus	Antrozous_pallidus	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	Antrozous_pallidus__pallid_bat__HLantPal2__GCA_027563665.1	HLantPal2	GCA_027563665.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Antrozous	41887785	114648712	14446	39	6	1.94591014905531	1	0.693147180559945	5	1.79175946922805	0	0	6	1	5	0	Insectivore	Animal_dominant	80	0	20	0	0	0	0	0	0	0	0	0	0	100	20.8	1.31806333496276	Antrozous pallidus	pallid bat		9440	NCBI, Bat1K			2021-09-10		711	Antrozous pallidus	Antrozous pallidus	Insectivore	TRUE	0	20	80	0	0	0.2	0.8	0	100	PGA_CN_primary	1	0.693147180559945
Vespertilio murinus	Vespertilio_murinus	Vespertilio_murinus__particolored_bat__HLvesMur1__GCA_963924515.1	Vespertilio_murinus__particolored_bat__HLvesMur1__GCA_963924515.1	Vespertilio_murinus__particolored_bat__HLvesMur1__GCA_963924515.1	HLvesMur1	GCA_963924515.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Vespertilio	3319810	186292382	14722	62	10	2.39789527279837	1	0.693147180559945	9	2.30258509299405	0	0	10	1	9	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	18.7	1.2718416065365	Vespertilio murinus	particolored bat		59485	NCBI	mVesMur1.1	Chromosome	2024-01-29	WELLCOME SANGER INSTITUTE	412	Vespertilio murinus	Vespertilio murinus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Nyctalus aviator	Nyctalus_aviator	Nyctalus_aviator__birdlike_noctule__HLnycAvi1__GCA_036971965.1	Nyctalus_aviator__birdlike_noctule__HLnycAvi1__GCA_036971965.1	Nyctalus_aviator__birdlike_noctule__HLnycAvi1__GCA_036971965.1	HLnycAvi1	GCA_036971965.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Nyctalus	61249120	101856247	14770	58	7	2.07944154167984	1	0.693147180559945	6	1.94591014905531	0	0	7	1	6	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	21.85	1.33945144130644	Nyctalus aviator	birdlike noctule		187010	NCBI	NENU_Navi_1.0	Chromosome	2024-03-06	Northeast Normal University	368	Nyctalus aviator	Nyctalus aviator	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Nyctalus leisleri	Nyctalus_leisleri	Nyctalus_leisleri__Lesser_noctule__HLnycLeis2A__GCA_964264875.2	Nyctalus_leisleri__Lesser_noctule__HLnycLeis2A__GCA_964264875.2	Nyctalus_leisleri__Lesser_noctule__HLnycLeis2A__GCA_964264875.2	HLnycLeis2A	GCA_964264875.2	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Nyctalus	26125689	95320580	14785	61	14	2.70805020110221	1	0.693147180559945	13	2.63905732961526	0	0	14	1	13	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	13.28	1.123198075032	Nyctalus leisleri	Lesser noctule	Vespertilio leisleri	59465	NCBI	mNycLei1.hap1.2	Chromosome	2025-04-03	WELLCOME SANGER INSTITUTE	350	Nyctalus leisleri	Nyctalus leisleri	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Pipistrellus abramus	Pipistrellus_abramus	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLpipAbr1	GCA_044885105.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	60509936	184650038	14431	57	13	2.63905732961526	1	0.693147180559945	12	2.56494935746154	0	0	13	1	12	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	5.87	0.768638101247614	Pipistrellus abramus	Japanese house bat	Pipistrellys abramus,Vespertilio abramus	105295	NCBI	ASM4488510v1	Chromosome	2024-11-13	East China Normal University	708	Pipistrellus abramus	Pipistrellus abramus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Pipistrellus pipistrellus	Pipistrellus_pipistrellus	Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip2__GCA_903992545.1	Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip2__GCA_903992545.1	Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip2__GCA_903992545.1	HLpipPip2	GCA_903992545.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	4446752	94929986	12791	426	12	2.56494935746154	1	0.693147180559945	11	2.484906649788	0	0	12	1	11	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	5.69	0.755112266395071	Pipistrellus pipistrellus	common pipistrelle	Vespertilio pipistrellus	59474	NCBI	mPipPip1.1	Chromosome	2020-08-06	SC	1979	Pipistrellus pipistrellus	Pipistrellus pipistrellus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Pipistrellus pygmaeus	Pipistrellus_pygmaeus	Pipistrellus_pygmaeus__soprano_pipistrelle__HLpipPyg1__GCA_949987585.1	Pipistrellus_pygmaeus__soprano_pipistrelle__HLpipPyg1__GCA_949987585.1	Pipistrellus_pygmaeus__soprano_pipistrelle__HLpipPyg1__GCA_949987585.1	HLpipPyg1	GCA_949987585.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	54047000	89507134	14770	47	9	2.30258509299405	1	0.693147180559945	8	2.19722457733622	0	0	9	1	8	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	5.28	0.722633922533812	Pipistrellus pygmaeus	soprano pipistrelle	Vespertilio pygmaeus	246814	NCBI	mPipPyg2.1	Chromosome	2023-05-01	WELLCOME SANGER INSTITUTE	379	Pipistrellus pygmaeus	Pipistrellus pygmaeus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Pipistrellus nathusii	Pipistrellus_nathusii	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1B__GCA_963693525.1	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1B__GCA_963693525.1	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1B__GCA_963693525.1	HLpipNat1B	GCA_963693525.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	19092895	86738551	14261	564	12	2.56494935746154	1	0.693147180559945	11	2.484906649788	0	0	12	1	11	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	7.31	0.863917376957861	Pipistrellus nathusii	Nathusiuss pipistrelle	Pipistrellus nathusius,Vespertilio nathusii	59473	NCBI, Camila Mazzoni			2023-10-14		371	Pipistrellus nathusii	Pipistrellus nathusii	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Ia io	Ia_io	Ia_io__Great_evening_bat__HLiaxIox1__GCA_025583905.1	Ia_io__Great_evening_bat__HLiaxIox1__GCA_025583905.1	Ia_io__Great_evening_bat__HLiaxIox1__GCA_025583905.1	HLiaxIox1	GCA_025583905.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Ia	62415887	105833403	13590	14	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	49.2	1.69196510276736	Ia io	Great evening bat		360967	NCBI	NENU_Iio_1.0	Scaffold	2022-10-05	Northeast Normal University	1592	Ia io	Ia io	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Eptesicus fuscus	Eptesicus_fuscus	Eptesicus_fuscus__big_brown_bat__HLeptFus3__GCF_027574615.1	Eptesicus_fuscus__big_brown_bat__HLeptFus3__GCF_027574615.1	Eptesicus_fuscus__big_brown_bat__HLeptFus3__GCF_027574615.1	HLeptFus3	GCF_027574615.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Eptesicus	49033427	102817582	14919	10	6	1.94591014905531	1	0.693147180559945	5	1.79175946922805	0	0	6	1	5	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	16.46	1.21642983087625	Eptesicus fuscus	big brown bat	Vespertilio fuscus	29078	NCBI	DD_ASM_mEF_20220401	Chromosome	2023-01-09	Bat1K	267	Eptesicus fuscus	Eptesicus fuscus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Tadarida brasiliensis	Tadarida_brasiliensis	Tadarida_brasiliensis__Brazilian_free-tailed_bat__HLtadBra3__GCA_030848825.1	Tadarida_brasiliensis__Brazilian_free-tailed_bat__HLtadBra3__GCA_030848825.1	Tadarida_brasiliensis__Brazilian_free-tailed_bat__HLtadBra3__GCA_030848825.1	HLtadBra3	GCA_030848825.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Molossidae; Tadarida	86333355	111098925	14980	13	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	12.49	1.09656243837414	Tadarida brasiliensis	Brazilian free-tailed bat		9438	NCBI	DD_mTadBra1_pri	Complete Genome	2023-08-22	Bat1K	203	Tadarida brasiliensis	Tadarida brasiliensis	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Molossus molossus	Molossus_molossus	Molossus_molossus__Pallass_mastiff_bat__HLmolMol2__GCA_014108415.1	Molossus_molossus__Pallass_mastiff_bat__HLmolMol2__GCA_014108415.1	Molossus_molossus__Pallass_mastiff_bat__HLmolMol2__GCA_014108415.1	HLmolMol2	GCA_014108415.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Molossidae; Molossus	21658165	110665204	14822	23	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	13.58	1.13289976994448	Molossus molossus	Pallass mastiff bat		27622	NCBI, Bat1K			2019-04-28		351	Molossus molossus	Molossus molossus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Tadarida teniotis	Tadarida_teniotis	Tadarida_teniotis__European_free-tailed_bat__HLtadTeni1A__GCA_976988885.1	Tadarida_teniotis__European_free-tailed_bat__HLtadTeni1A__GCA_976988885.1	Tadarida_teniotis__European_free-tailed_bat__HLtadTeni1A__GCA_976988885.1	HLtadTeni1A	GCA_976988885.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Molossidae; Tadarida	53136000	115364848	14968	16	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	27.04	1.4320066872696	Tadarida teniotis	European free-tailed bat	Cephalotes teniotis	59483	NCBI	mTadTen1.hap1.1	Chromosome	2025-11-08	WELLCOME SANGER INSTITUTE	212	Tadarida teniotis	Tadarida teniotis	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Mops condylurus	Mops_condylurus	Mops_condylurus__Angolan_free-tailed_bat__HLmopCon1__GCA_043748645.1	Mops_condylurus__Angolan_free-tailed_bat__HLmopCon1__GCA_043748645.1	Mops_condylurus__Angolan_free-tailed_bat__HLmopCon1__GCA_043748645.1	HLmopCon1	GCA_043748645.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Molossidae; Mops	56964224	105478936	14765	59	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	28.37	1.45285933579585	Mops condylurus	Angolan free-tailed bat		258863	NCBI, Bat1K			2021-09-08		372	Mops condylurus	Mops condylurus	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Saccopteryx bilineata	Saccopteryx_bilineata	Saccopteryx_bilineata__greater_sac-winged_bat__HLsacBil1__GCF_036850765.1	Saccopteryx_bilineata__greater_sac-winged_bat__HLsacBil1__GCF_036850765.1	Saccopteryx_bilineata__greater_sac-winged_bat__HLsacBil1__GCF_036850765.1	HLsacBil1	GCF_036850765.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Emballonuridae; Emballonurinae; Saccopteryx	20047694	300074216	14809	18	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	7.8	0.89209460269048	Saccopteryx bilineata	greater sac-winged bat		59482	NCBI, Bat1K			2020-11-04		369	Saccopteryx bilineata	Saccopteryx bilineata	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Saccopteryx leptura	Saccopteryx_leptura	Saccopteryx_leptura__lesser_sac-winged_bat__HLsacLep1__GCF_036850995.1	Saccopteryx_leptura__lesser_sac-winged_bat__HLsacLep1__GCF_036850995.1	Saccopteryx_leptura__lesser_sac-winged_bat__HLsacLep1__GCF_036850995.1	HLsacLep1	GCF_036850995.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Emballonuridae; Emballonurinae; Saccopteryx	17619988	224759591	14807	36	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	4.72	0.673941998634088	Saccopteryx leptura	lesser sac-winged bat		249018	NCBI, Bat1K			2021-04-17		353	Saccopteryx leptura	Saccopteryx leptura	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Rhynchonycteris naso	Rhynchonycteris_naso	Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2B__GCA_037038555.1	Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2B__GCA_037038555.1	Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2B__GCA_037038555.1	HLrhyNas2B	GCA_037038555.1	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Emballonuridae; Emballonurinae; Rhynchonycteris	108301702	288038771	14264	545	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	3.83	0.583198773968623	Rhynchonycteris naso	Proboscis bat	Vespertilio naso	249017	NCBI	mRhyNas2.hap2	Chromosome	2024-03-06	Bat1K Project	387	Rhynchonycteris naso	Rhynchonycteris naso	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	1	0.693147180559945
Phyllostomus hastatus	Phyllostomus_hastatus	Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	HLphyHast2	GCF_019186645.2	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Phyllostominae; Phyllostomus	31525663	39158280	14846	13	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	40	0	50	0	0	0	10	0	0	0	10	0.1	0	90	87.21	1.94056628649009	Phyllostomus hastatus	Greater spear-nosed bat	Vespertilio hastatus	9423	NCBI	TTU_PhHast_1.1	Scaffold	2021-07-09	Texas Tech University	337	Phyllostomus hastatus	Phyllostomus hastatus	Omnivore	TRUE	10	50	40	0	0.1	0.5	0.4	0	100	PGA_CN_primary	1	0.693147180559945
