id	header	gene	species	cluster_best	cluster_at_ngenes
HLbosTau10.XM_002699310_LOC524173_1080_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.XM_002699310#LOC524173#1080#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	LOC524173	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_2328_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000013786#PAG7#2328#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG7	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_58257_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#58257#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	ENSBTAG00000040257	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.NM_001109978_PAG7_264860_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.NM_001109978#PAG7#264860#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG7	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_69_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#69#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	ENSBTAG00000051196	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_9881_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000005384#PAG10#9881#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG10	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_146_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000013786#PAG7#146#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG7	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_69_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000013786#PAG7#69#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG7	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_72_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#72#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	ENSBTAG00000050440	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000009701_ENSBTAG00000038506_9281_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000009701#ENSBTAG00000038506#9281#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	ENSBTAG00000038506	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_180_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000013786#PAG7#180#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG7	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_57_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000013786#PAG7#57#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG7	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_62_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000013786#PAG7#62#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG7	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_45932_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000013786#PAG7#45932#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG7	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000050664_PAG15_301_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000050664#PAG15#301#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG15	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_12751_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000013786#PAG7#12751#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG7	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_227887_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000005384#PAG10#227887#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG10	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_10790_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#10790#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	ENSBTAG00000040257	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000025597_PAG8_51805_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000025597#PAG8#51805#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG8	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000025517_PAG2_19121_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000025517#PAG2#19121#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG2	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_2857_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#2857#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	ENSBTAG00000040257	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_31_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000005384#PAG10#31#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG10	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	10	4
HLbosTau10.NM_176630_PAG21_337_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.NM_176630#PAG21#337#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG21	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	6	4
HLbosTau10.ENSBTAT00000005384_PAG10_56032_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000005384#PAG10#56032#Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG10	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	10	4
hg38.ENST00000312403.10_PGA5_3670_Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	hg38.ENST00000312403.10#PGA5#3670#Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	PGA5	Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	56	38
HLbosTau10.ENSBTAT00000005384_PAG10_2847_Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	HLbosTau10.ENSBTAT00000005384#PAG10#2847#Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	PAG10	Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	10	4
HLbosTau10.ENSBTAT00000025567_PAG12_970_Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	HLbosTau10.ENSBTAT00000025567#PAG12#970#Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	PAG12	Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	10	4
HLbosTau10.ENSBTAT00000025567_PAG12_711_Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	HLbosTau10.ENSBTAT00000025567#PAG12#711#Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	PAG12	Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	10	4
HLbosTau10.ENSBTAT00000013786_PAG7_4271_Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	HLbosTau10.ENSBTAT00000013786#PAG7#4271#Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	PAG7	Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	10	4
hg38.ENST00000312403.10_PGA5_2620_Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	hg38.ENST00000312403.10#PGA5#2620#Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	PGA5	Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	56	38
hg38.ENST00000312403.10_PGA5_3084_Balaenoptera_physalus__Fin_whale__HLbalPhy3__GCA_023338255.1	hg38.ENST00000312403.10#PGA5#3084#Balaenoptera_physalus__Fin_whale__HLbalPhy3__GCA_023338255.1	PGA5	Balaenoptera_physalus__Fin_whale__HLbalPhy3__GCA_023338255.1	56	38
HLbosTau10.ENSBTAT00000005384_PAG10_207449_Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	HLbosTau10.ENSBTAT00000005384#PAG10#207449#Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	PAG10	Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	10	4
HLbosTau10.NM_001109978_PAG7_329013_Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	HLbosTau10.NM_001109978#PAG7#329013#Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	PAG7	Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	10	4
hg38.ENST00000312403.10_PGA5_3326_Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	hg38.ENST00000312403.10#PGA5#3326#Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	PGA5	Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	56	38
HLbosTau10.ENSBTAT00000013786_PAG7_216997_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#216997#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	10	4
HLbosTau10.ENSBTAT00000013786_PAG7_569487_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#569487#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	6	4
mm10.ENSMUST00000025647_Pga5_127249_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#127249#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	10	4
HLbosTau10.ENSBTAT00000005384_PAG10_87801_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#87801#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000025517_PAG2_4433_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000025517#PAG2#4433#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG2	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
mm10.ENSMUST00000025647_Pga5_11608_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#11608#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
mm10.ENSMUST00000025647_Pga5_32535_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#32535#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_96039_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#96039#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	ENSBTAG00000040257	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_1105033_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#1105033#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_1366875_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#1366875#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
mm10.ENSMUST00000025647_Pga5_9586_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#9586#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_1117019_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#1117019#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000052386_MGC157405_744058_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000052386#MGC157405#744058#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	MGC157405	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000005399_PAG11_2509290_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005399#PAG11#2509290#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG11	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_944711_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#944711#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
mm10.ENSMUST00000025647_Pga5_12019_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#12019#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000025567_PAG12_376808_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000025567#PAG12#376808#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG12	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_1017231_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#1017231#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000050648_PAG9_1273228_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050648#PAG9#1273228#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG9	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
mm10.ENSMUST00000025647_Pga5_14425_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#14425#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_824478_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#824478#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLeleMaxInd3A.XM_049891846.1_LOC126080666_4675_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLeleMaxInd3A.XM_049891846.1#LOC126080666#4675#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	LOC126080666	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_1302166_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#1302166#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_26_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#26#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000050648_PAG9_1273151_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050648#PAG9#1273151#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG9	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.NM_174411_ENSBTAG00000054180_984025_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.NM_174411#ENSBTAG00000054180#984025#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	ENSBTAG00000054180	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_694851_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#694851#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000050664_PAG15_769814_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050664#PAG15#769814#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG15	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_26_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#26#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.NM_176619_PAG8_1007549_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.NM_176619#PAG8#1007549#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG8	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000050648_PAG9_794628_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050648#PAG9#794628#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG9	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000025567_PAG12_814474_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000025567#PAG12#814474#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG12	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
mm10.ENSMUST00000025647_Pga5_11508_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#11508#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_1253311_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#1253311#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_1992518_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#1992518#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	ENSBTAG00000051196	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000052386_MGC157405_453359_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000052386#MGC157405#453359#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	MGC157405	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
mm10.ENSMUST00000025647_Pga5_13925_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#13925#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000030466_PAG18_1597345_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000030466#PAG18#1597345#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG18	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
mm10.ENSMUST00000025647_Pga5_14075_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#14075#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_1327823_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#1327823#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_1333132_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#1333132#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_1220661_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#1220661#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.NM_176619_PAG8_893594_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.NM_176619#PAG8#893594#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG8	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000025597_PAG8_1409710_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000025597#PAG8#1409710#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG8	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_1135918_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#1135918#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_5521_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#5521#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
mm10.ENSMUST00000025647_Pga5_10558_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#10558#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_48230_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#48230#Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	2	2
