id	header	gene	species	cluster_best	cluster_at_ngenes
HLbosTau10.ENSBTAT00000025517_PAG2_19121_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000025517#PAG2#19121	PAG2	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_2857_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#2857	ENSBTAG00000040257	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_31_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000005384#PAG10#31	PAG10	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG	4
HLbosTau10.NM_176630_PAG21_337_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.NM_176630#PAG21#337	PAG21	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG	4
HLbosTau10.ENSBTAT00000005384_PAG10_56032_Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	HLbosTau10.ENSBTAT00000005384#PAG10#56032	PAG10	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	PAG	4
hg38.ENST00000312403.10_PGA5_3670_Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	hg38.ENST00000312403.10#PGA5#3670	PGA5	Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	PGA	38
HLbosTau10.ENSBTAT00000005384_PAG10_2847_Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	HLbosTau10.ENSBTAT00000005384#PAG10#2847	PAG10	Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	PAG	4
HLbosTau10.ENSBTAT00000025567_PAG12_970_Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	HLbosTau10.ENSBTAT00000025567#PAG12#970	PAG12	Balaenoptera_edeni__Edens_whale__HLbalEden2__GCA_052818205.1	PAG	4
HLbosTau10.ENSBTAT00000025567_PAG12_711_Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	HLbosTau10.ENSBTAT00000025567#PAG12#711	PAG12	Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	PAG	4
HLbosTau10.ENSBTAT00000013786_PAG7_4271_Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	HLbosTau10.ENSBTAT00000013786#PAG7#4271	PAG7	Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	PAG	4
hg38.ENST00000312403.10_PGA5_2620_Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	hg38.ENST00000312403.10#PGA5#2620	PGA5	Balaenoptera_musculus__Blue_whale__HLbalMus2__GCF_009873245.2	PGA	38
hg38.ENST00000312403.10_PGA5_3084_Balaenoptera_physalus__Fin_whale__HLbalPhy3__GCA_023338255.1	hg38.ENST00000312403.10#PGA5#3084	PGA5	Balaenoptera_physalus__Fin_whale__HLbalPhy3__GCA_023338255.1	PGA	38
HLbosTau10.ENSBTAT00000005384_PAG10_207449_Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	HLbosTau10.ENSBTAT00000005384#PAG10#207449	PAG10	Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	PAG	4
HLbosTau10.NM_001109978_PAG7_329013_Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	HLbosTau10.NM_001109978#PAG7#329013	PAG7	Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	PAG	4
hg38.ENST00000312403.10_PGA5_3326_Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	hg38.ENST00000312403.10#PGA5#3326	PGA5	Balaenoptera_ricei__Rices_whale__HLbalRic2__GCF_028023285.1	PGA	38
HLbosTau10.ENSBTAT00000013786_PAG7_216997_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#216997	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.ENSBTAT00000013786_PAG7_569487_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#569487	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
mm10.ENSMUST00000025647_Pga5_127249_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#127249	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.ENSBTAT00000005384_PAG10_87801_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#87801	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000025517_PAG2_4433_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000025517#PAG2#4433	PAG2	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_11608_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#11608	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_32535_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#32535	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_96039_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#96039	ENSBTAG00000040257	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_1105033_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#1105033	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_1366875_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#1366875	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_9586_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#9586	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_1117019_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#1117019	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000052386_MGC157405_744058_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000052386#MGC157405#744058	MGC157405	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000005399_PAG11_2509290_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005399#PAG11#2509290	PAG11	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_944711_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#944711	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_12019_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#12019	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000025567_PAG12_376808_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000025567#PAG12#376808	PAG12	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_1017231_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#1017231	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_1273228_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050648#PAG9#1273228	PAG9	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_14425_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#14425	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_824478_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#824478	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLeleMaxInd3A.XM_049891846.1_LOC126080666_4675_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLeleMaxInd3A.XM_049891846.1#LOC126080666#4675	LOC126080666	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_1302166_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#1302166	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_26_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#26	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_1273151_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050648#PAG9#1273151	PAG9	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.NM_174411_ENSBTAG00000054180_984025_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.NM_174411#ENSBTAG00000054180#984025	ENSBTAG00000054180	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_694851_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#694851	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000050664_PAG15_769814_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050664#PAG15#769814	PAG15	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_26_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#26	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.NM_176619_PAG8_1007549_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.NM_176619#PAG8#1007549	PAG8	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_794628_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050648#PAG9#794628	PAG9	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000025567_PAG12_814474_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000025567#PAG12#814474	PAG12	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_11508_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#11508	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_1253311_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#1253311	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_1992518_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#1992518	ENSBTAG00000051196	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000052386_MGC157405_453359_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000052386#MGC157405#453359	MGC157405	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_13925_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#13925	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000030466_PAG18_1597345_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000030466#PAG18#1597345	PAG18	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_14075_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#14075	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_1327823_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#1327823	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_1333132_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#1333132	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_1220661_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#1220661	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.NM_176619_PAG8_893594_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.NM_176619#PAG8#893594	PAG8	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000025597_PAG8_1409710_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000025597#PAG8#1409710	PAG8	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_1135918_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#1135918	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_5521_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#5521	ENSBTAG00000035736	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_10558_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#10558	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_48230_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#48230	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_681962_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050648#PAG9#681962	PAG9	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_854324_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000050648#PAG9#854324	PAG9	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
mm10.ENSMUST00000025647_Pga5_12351_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	mm10.ENSMUST00000025647#Pga5#12351	Pga5	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	2
HLbosTau10.XM_002699310_LOC524173_884761_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.XM_002699310#LOC524173#884761	LOC524173	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.ENSBTAT00000005399_PAG11_2064833_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005399#PAG11#2064833	PAG11	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.ENSBTAT00000005384_PAG10_209371_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005384#PAG10#209371	PAG10	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.ENSBTAT00000013786_PAG7_20447_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000013786#PAG7#20447	PAG7	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_1469701_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#1469701	ENSBTAG00000051196	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.ENSBTAT00000005399_PAG11_42312_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005399#PAG11#42312	PAG11	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.ENSBTAT00000005399_PAG11_20983_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005399#PAG11#20983	PAG11	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.XM_002699310_LOC524173_26_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.XM_002699310#LOC524173#26	LOC524173	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
HLbosTau10.ENSBTAT00000005399_PAG11_255285_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	HLbosTau10.ENSBTAT00000005399#PAG11#255285	PAG11	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PAG	4
hg38.ENST00000325558.11_PGA3_69_Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	hg38.ENST00000325558.11#PGA3#69	PGA3	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	PGA	38
HLbosTau10.ENSBTAT00000030466_PAG18_67627_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000030466#PAG18#67627	PAG18	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	4
HLbosTau10.ENSBTAT00000064112_ENSBTAG00000054180_112956_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000064112#ENSBTAG00000054180#112956	ENSBTAG00000054180	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	4
HLbosTau10.ENSBTAT00000005384_PAG10_26_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000005384#PAG10#26	PAG10	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	4
HLbosTau10.ENSBTAT00000005384_PAG10_132186_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000005384#PAG10#132186	PAG10	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000025517_PAG2_986_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000025517#PAG2#986	PAG2	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
mm10.ENSMUST00000025647_Pga5_68413_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	mm10.ENSMUST00000025647#Pga5#68413	Pga5	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.NM_176619_PAG8_645767_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.NM_176619#PAG8#645767	PAG8	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_637312_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#637312	ENSBTAG00000040257	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.NM_176619_PAG8_187476_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.NM_176619#PAG8#187476	PAG8	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000025593_PAG5_567671_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000025593#PAG5#567671	PAG5	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLeleMaxInd3A.XM_049891846.1_LOC126080666_2986_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLeleMaxInd3A.XM_049891846.1#LOC126080666#2986	LOC126080666	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000030466_PAG18_26_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000030466#PAG18#26	PAG18	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_26_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000013786#PAG7#26	PAG7	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.XM_002699310_LOC524173_2297462_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.XM_002699310#LOC524173#2297462	LOC524173	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_409392_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000013786#PAG7#409392	PAG7	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_347408_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000013786#PAG7#347408	PAG7	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_352735_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000013786#PAG7#352735	PAG7	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLeleMaxInd3A.XM_049891846.1_LOC126080666_3813_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLeleMaxInd3A.XM_049891846.1#LOC126080666#3813	LOC126080666	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLeleMaxInd3A.XM_049891846.1_LOC126080666_7374_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLeleMaxInd3A.XM_049891846.1#LOC126080666#7374	LOC126080666	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000050664_PAG15_1425764_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000050664#PAG15#1425764	PAG15	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_1336285_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000005384#PAG10#1336285	PAG10	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLeleMaxInd3A.XM_049891846.1_LOC126080666_3119_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLeleMaxInd3A.XM_049891846.1#LOC126080666#3119	LOC126080666	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.NM_176628_PAG19_1190973_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.NM_176628#PAG19#1190973	PAG19	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000025567_PAG12_1011332_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000025567#PAG12#1011332	PAG12	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000007506_MGC157408_199437_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000007506#MGC157408#199437	MGC157408	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000025567_PAG12_141262_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000025567#PAG12#141262	PAG12	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.NM_176628_PAG19_555915_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.NM_176628#PAG19#555915	PAG19	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000038878_PAG6_1947092_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000038878#PAG6#1947092	PAG6	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_1071478_Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#1071478	ENSBTAG00000035736	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	PAG	2
